Price,Date
112.2,8/20/15
71.6,8/21/15
92.2,8/26/15
78.6,7/12/15
79.6,7/14/15
84.2,7/20/15
81.6,8/6/15
77.6,8/10/15
83.2,8/11/15
136.2,8/14/15
86.2,8/16/15
72.2,8/17/15
83.2,8/18/15
