Price,Date
108.19,8/21/15
76.2,8/22/15
151.19,8/23/15
80.2,8/24/15
83.2,8/25/15
156.2,8/26/15
74.6,8/27/15
86.2,7/5/15
77.6,7/12/15
83.2,7/15/15
74.6,7/17/15
83.2,7/18/15
74.6,7/23/15
74.6,7/26/15
96.2,7/30/15
74.6,7/31/15
80.2,8/3/15
74.6,8/10/15
77.6,8/12/15
80.2,8/13/15
76.2,8/16/15
72.2,8/17/15
77.6,8/18/15
86.2,8/19/15
