Price,Date
1068.51,8/1/15
2382.2,8/2/15
1262.95,8/3/15
1272.08,8/4/15
4070.92,8/5/15
1490.37,8/6/15
1722.91,8/7/15
1138.45,8/8/15
1181.12,8/9/15
1685.18,8/11/15
1144.22,8/12/15
1392.12,8/13/15
1819.86,8/14/15
1021.63,8/16/15
992.82,8/17/15
1277.68,8/18/15
1124.62,8/20/15
1179.77,8/21/15
949.64,8/22/15
949.64,8/23/15
1162.77,8/24/15
